A1 A2 A3 A4 A5 A6 A7 SR3 SR4 SR5 SR6 SR7 c0 c1 d0 d1 dx1 gamma1 log_A1 log_A2 log_A3 log_A4 log_A5 log_A6 log_A7 mu1 mu2 mu3 mu4 mu5 mu6 mu7 sigma1 sigma2 sigma3 sigma4 sigma5 sigma6 sigma7
3.284128391787472 0.7703614160252612 2.263028724921113 3.4144991615859706 2.8816444023447523 2.5807713824679004 1.3977010277992281 0.44614610747627365 0.8484936043824157 0.42868733138551374 0.6409929784882621 0.6129780146771289 1.6407512879527058 -0.0014063976400729623 1.4133191879073495 -0.00040184538059816476 0.5970610101343414 27.86868630531468 1.1891012869853477 -0.2608955027933569 0.8167040598634232 1.2280308238737931 1.0583611042411438 0.9480883396989572 0.33482876385883475 589.1573262059503 589.1572627621317 589.1147076340529 589.1281097991559 588.9983342681207 589.0412371431942 589.0995632665632 12.078478520892386 38.82384670020802 1.4886533866631506 2.957407940362431 6.4269346095770405 6.188648126271298 5.701555940117505
3.3097753843914215 0.7732860223823746 2.2638126132040766 3.397216436926054 2.888701612469104 2.573994091934044 1.4168543104135471 0.4432474036275145 0.8454750827004048 0.42991359141641866 0.6382729806070133 0.6154192270500138 1.6426676333149082 -0.0013993764105952671 1.4154898414328394 -0.00040271443433644906 0.5970711308292203 27.7679703794719 1.196880327385921 -0.25710628281516434 0.8170503888960741 1.222956401286572 1.060807132130935 0.9454588138853816 0.34843913990646763 589.1573267435143 589.1572589657495 589.1147042997371 589.1281094298927 588.9983375530071 589.0412421556618 589.09957038025 12.103088787092783 38.84199788547121 1.4969084098681245 2.9573416014023444 6.434871414969185 6.173910605355824 5.7102595498600515
3.3221831950345164 0.773776172916527 2.26764219143074 3.3719070060034726 2.8944463826477564 2.593946227939861 1.3956488285734987 0.442925833313915 0.8492774070019061 0.4287358161302672 0.6428990985177665 0.620168323139769 1.6419695429211039 -0.0014054645721590508 1.4144875112034554 -0.0004040490081863657 0.597072777695011 27.65986242697907 1.200622155677396 -0.2564726294920568 0.8187406095000427 1.2154784614685359 1.0627938604917158 0.9531803562807295 0.3333594172316882 589.1573325261504 589.1572527911221 589.1146749735416 589.1281162865201 588.9983514643129 589.041244153348 589.0995662903834 12.071704245939172 38.868356263984275 1.502061172764017 2.9578095858548834 6.412271616972235 6.173158034406255 5.686963175689611
3.300435506456641 0.7708495635822049 2.2634507874115704 3.387807349210842 2.8938428574647066 2.5760668684462638 1.4050991802222585 0.44418401738256297 0.8490875713531406 0.42810110157650194 0.6404875648639161 0.6192915497996938 1.6407380635332331 -0.0014042576488628048 1.4155753614752786 -0.00040190087256102247 0.5970678761738104 27.790875054453096 1.1940544314184696 -0.2602620430273339 0.8168905458468593 1.2201829124844106 1.062585327310252 0.9462637661529709 0.3401078911998105 589.1573325780041 589.1572564336476 589.1146837738487 589.1281116952264 588.9983605257386 589.0412403791157 589.0995647274978 12.065717353653808 38.851785544614344 1.5063243526547876 2.9579523114538593 6.4101318475119635 6.1748505778262945 5.687163713612559
3.30434213434092 0.7734670334704188 2.2557554460451867 3.358404775005384 2.904286945260593 2.5692576094989104 1.3900704842645994 0.44628100240468394 0.8553190602321451 0.42844322796588186 0.6400813409994497 0.6209052078584971 1.642210245094852 -0.0014067372873261966 1.4153505955522898 -0.000403993506539468 0.597032815910422 27.810385723821405 1.1952374018536078 -0.25687222982501756 0.813484926184222 1.2114660918928277 1.0661879024325722 0.9436169892775036 0.32935445396101637 589.1573394803149 589.15726159219 589.1146873461461 589.1281124300757 588.9983621448201 589.0412393841945 589.0995557692795 12.127900288566051 38.867755572330395 1.4974729836685068 2.958176414843396 6.406676460571473 6.172685862657956 5.664540154135637
3.3147874060888896 0.7745829496605859 2.2595805080224256 3.3690822659829394 2.9048688287622717 2.572205221424327 1.4003200792478199 0.445019069104536 0.8528348888010149 0.42976726486110134 0.6403694393338915 0.6193379690203926 1.6419621708391807 -0.0014072827199875474 1.4157119088506291 -0.0004049293766811606 0.5970355115628031 27.75703781518778 1.1983934906881062 -0.2554305239426305 0.815179180136147 1.2146403826430412 1.066388235674186 0.9447635937927106 0.3367008385239639 589.1573380767027 589.1572604529052 589.1146867633855 589.1281101570115 588.9983531754887 589.0412416704677 589.0995586548091 12.102052608236633 38.87762036642741 1.5009148050356826 2.958140763345221 6.411694661300737 6.1706274076804375 5.673243422880313
3.319772346112164 0.7755212566610787 2.2600344310767575 3.374289195194429 2.904959674427652 2.5716427768381522 1.4045968903693553 0.4453831568698472 0.8523485916213932 0.4295459884077061 0.6406327593060758 0.6192617867611714 1.642012031221633 -0.0014071852886530056 1.4158353622409403 -0.0004046927431833347 0.597039505661254 27.744535352820748 1.1998962101291932 -0.25421988647546145 0.815380048157859 1.2161846933120586 1.066419508771262 0.9445449074751496 0.3397503508497979 589.1573376093675 589.1572607590473 589.114687558596 589.1281096671702 588.9983530932006 589.0412408568744 589.0995598686505 12.096940754801318 38.8781254801643 1.500485273617504 2.958047866655384 6.411522865063357 6.169380128670692 5.6795352315026575
3.3009498052106325 0.7720611341375699 2.2540875202301915 3.3717407911839636 2.900911409598435 2.569096379215319 1.4054902914631022 0.44643760130317917 0.851497336573942 0.431124631697782 0.6407304428511211 0.6211264620911813 1.6437963198183416 -0.0014028526582642463 1.4154169664449647 -0.0004024461346887309 0.5970477437092049 27.80722313465928 1.194210246821071 -0.2586915427952974 0.812745243714781 1.2154291662430017 1.0650249667889484 0.9435542336619901 0.3403862038081145 589.1573342719607 589.1572638345295 589.1146936321213 589.1281036908779 588.9983619819103 589.0412388659107 589.0995533475293 12.145267000269548 38.848922342623304 1.4984895832830032 2.957774480361033 6.411926191650751 6.169535701907853 5.67040421587743
3.323849887230573 0.7758501797971086 2.250924096059219 3.3814642765395826 2.8986701483983577 2.5703831627531666 1.3919204842968769 0.4470028224302123 0.8512683096943753 0.43026962227365884 0.6383698113912339 0.6205339430652008 1.6430684774731787 -0.0014073326204777372 1.4150871340477704 -0.00039852065560175466 0.5970498397244732 27.714198973890866 1.2011237156938346 -0.25379584471057054 0.8113408412579787 1.2183088335942602 1.0642520622994647 0.944054978359669 0.3306844369306825 589.1573322466245 589.1572656878745 589.1146956275664 589.1281053351968 588.9983672915226 589.0412315509894 589.0995558635683 12.136470959067172 38.86876598656594 1.4927799346883002 2.957379625433071 6.398270159893874 6.1710461213205505 5.684605449269339
3.3129530623755565 0.7728751495435671 2.260939939757203 3.394746860927204 2.8998294748903692 2.566454486319169 1.3993397012844606 0.4473954375093355 0.8478679747975312 0.4304745239345214 0.6402538881042775 0.6167948239568322 1.6426707025290308 -0.0014095970967320517 1.4160179785856744 -0.0004013241302605091 0.5970670364403003 27.750804283805735 1.1978399555070296 -0.25763775761344454 0.8157806293681378 1.222229195911813 1.0646519335015954 0.9425253691065123 0.33600048342349825 589.157334086112 589.1572738205105 589.1146884308694 589.1281110547282 588.9983597485194 589.0412419755686 589.0995548246914 12.14260969655231 38.88469691177233 1.492310670718401 2.957272707889639 6.400714577019656 6.171742917542326 5.706197536279161
