wavelength flux flux_loerr flux_uperr residual
588.8933589862663 1.5424879613444449 1.5294777975778335 1.5482624347847684 0.029560298962453935
588.8943592302386 1.5408021812775226 1.5278259262450233 1.546681250113164 0.03597992435455977
588.8943592340507 1.5402286652013333 1.5272759644066372 1.5462164136310181 -0.03934748251552289
588.8953594780229 1.5385475199772327 1.525624483041289 1.544589508395963 0.028742101335076597
588.8953594818354 1.5379768839836327 1.5250726219631592 1.5440753705712142 -0.11209241203361398
588.8963597258075 1.5363421099963617 1.5234118010493094 1.542665515177839 -0.048452744107663204
588.8963597296199 1.5357848922673059 1.5228480434205807 1.5421989966602734 -0.16908282934633312
588.8973599735921 1.5341014744502646 1.5211525685983502 1.540738324879592 -0.03846706083905982
588.8973599774044 1.5334974467327762 1.5205859946395428 1.5402076201656343 -0.10990341242315949
588.8983602213764 1.5316742288483147 1.5188889820585223 1.5387198240222946 0.013164568188964942
588.8983602251888 1.5310649731864374 1.5183231359483838 1.5381934502367465 -0.007960675244010451
588.8993604691611 1.5292326874437998 1.5166168661116255 1.536736492820532 -0.0629228352002662
588.8993604729734 1.528620405116917 1.5160455972069942 1.53629171977196 0.009596042544439687
588.9003607169457 1.5267790278036717 1.5143489640825376 1.5348488243964262 -0.08668116650805646
588.900360720758 1.526163711133379 1.5137828099568913 1.5343910284504112 -0.006630739659705842
588.9013609647302 1.5243509695134825 1.512069422766165 1.5329894958374377 -0.04644970663330117
588.9013609685426 1.523733437235066 1.5114954292021234 1.5325225817887358 -0.05842792914908501
588.9023612125151 1.5218978234425242 1.5097691913502276 1.5310982182314055 -0.013445103608919595
588.9023612163272 1.5212770992379938 1.509192344405537 1.5306211548180486 -0.10357597280760622
588.9033614602996 1.5194103685590294 1.5074598332694078 1.5292635913298063 0.02417613343018221
588.9033614641119 1.5187865916656436 1.5068825139962925 1.5287520326322919 -0.08833179082243992
588.9043617080841 1.5169106076266226 1.5051440992038443 1.5272878395570602 0.07478569428773807
588.9043617118966 1.516279984676379 1.504561057519952 1.5267905551452208 0.067137201913255
588.9053619558687 1.5143904377973225 1.5028075738883704 1.525312526521107 0.09792365209846698
588.905361959681 1.5137868743679141 1.5022255724964435 1.524834866950407 0.07223156536543374
588.9063622036534 1.5118929944779462 1.5004767320448027 1.5234540535431649 0.08760460837275019
588.9063622074659 1.5112615996330225 1.4998883498057818 1.5229442981336279 0.00744511542615256
588.9073624514381 1.5093597384788773 1.498112165898176 1.521443089627398 -0.05097882304481827
588.9073624552504 1.5087242352780335 1.4975167991967655 1.52094775597632 -0.0006195755468649811
588.9083626992227 1.5068131122676411 1.4957262521319086 1.5194859477284903 -0.06709023349612431
588.9083627030351 1.5061745195856373 1.4951279048232886 1.519023573207064 -0.01794955909978757
588.9093629470076 1.5042541221314147 1.4933283898406053 1.5175784300702633 0.06178746771446009
588.90936295082 1.5036124360103305 1.4927270443929594 1.517100316678032 -0.0356660747331079
588.9103631947921 1.5016766245541107 1.490918508384614 1.515607945571139 -0.0036213160677687206
588.9103631986046 1.5010284236502627 1.4903141469168175 1.5151392607661307 -0.06265595068830843
588.911363442577 1.4990791339843805 1.4884965356796827 1.5137096363590363 -0.0687368144626892
588.9113634463896 1.4984277946549192 1.48789084007016 1.513194954777808 -0.06783440516333661
588.912363690362 1.4964690860801166 1.486082940232856 1.511785645443086 -0.06130372458774924
588.9123636941744 1.4958241977827538 1.4854790598360141 1.5112875786151367 -0.031626685183565595
588.9133639381465 1.4938976385013651 1.483660738136862 1.5098701343440895 -0.08818758956939043
588.913363941959 1.493239207601543 1.4830516854601898 1.5093790624874721 -0.06871324484675445
588.9143641859315 1.4912592159178755 1.4812234093736136 1.5079330928031494 -0.12296609187737229
588.9143641897438 1.4905976387029303 1.4806089767337156 1.5074428420831605 -0.1279752444901332
588.9153644337163 1.488608206729978 1.4787557682385992 1.5058644982643794 -0.03139451305806151
588.9153644375288 1.4879434823511133 1.4781361435606646 1.5053762986614982 -0.142738214163749
588.916364681501 1.48595497939839 1.47628097655917 1.5038608369953486 -0.00668018996304931
588.9163646853135 1.485290615857079 1.4756641751033086 1.503380325545082 -0.13688392036285468
588.917364929286 1.4832790775057894 1.4737994791318905 1.501875996721603 -0.0598116444198975
588.9173649330983 1.482608404721797 1.4731762814891973 1.5013949759438805 -0.11193769944232113
588.9183651770708 1.4805916847581098 1.4713048905021662 1.4998533310619426 -0.12345618376075063
588.9183651808833 1.479950705360857 1.470683878421653 1.4993538357258076 -0.07344962957298007
588.9193654248558 1.4779384670041082 1.4688190117884994 1.4978488430279078 -0.15041557461115262
588.9193654286682 1.4772625027692945 1.4681957897380136 1.4973092374317525 -0.03868779279609735
588.9203656726409 1.475229947570718 1.466322448805092 1.4957421792956467 -0.072106411486353
588.9203656764532 1.4745508616727565 1.4656972056693442 1.4952325642468594 -0.01548724938323276
588.9213659204255 1.4725089447208857 1.4638183731557424 1.4937300501871953 -0.021146535622635243
588.921365924238 1.471826739335714 1.463185254505886 1.4932017981712342 -0.014238211573471826
588.9223661682105 1.4697661801567468 1.4612846145564489 1.491680118089387 0.013703863230429159
588.9223661720231 1.4690774730476668 1.4606498747917511 1.4911696154114662 -0.0228572712568218
588.9233664159954 1.4670066202967424 1.458733178681764 1.4895982107593684 0.01418603561207954
588.923366419808 1.4663147454583274 1.4580897509444537 1.489042222065411 -0.0409507566167604
588.9243666637805 1.4642343936589033 1.456171627056112 1.4874368117802483 0.021337177009577157
588.924366667593 1.4635385549280462 1.4555293042366202 1.4868758145352907 -0.03122780634314748
588.9253669115654 1.461437882772055 1.4535958795377302 1.4852704249308197 0.03596863822678076
588.9253669153779 1.460740545765099 1.4529446681877498 1.4847277286535725 0.0042426465835243565
588.9263671593505 1.4586760802615752 1.4510097964259239 1.4830898069963747 0.05594190043578484
588.9263671631629 1.4579882672402955 1.4503591677691632 1.4825670306259897 -0.021601966438929754
588.9273674071356 1.4558879393115391 1.4484003626137298 1.4809707472587392 0.06014238869750277
588.927367410948 1.4551824079130407 1.4477598558336693 1.4803908009721816 -0.04258532020250816
588.9283676549206 1.4530628569270636 1.4458064786298734 1.478737517483343 0.020422120574920433
588.9283676587332 1.4523672010627355 1.445163173256758 1.4782188694557867 -0.0426349526698484
588.9293679027056 1.4502741099961953 1.4431923619569973 1.4766159121030664 0.004171847744170565
588.9293679065185 1.4495665561196733 1.4425336462193699 1.476091438567425 0.02910883672540998
588.9303681504907 1.4474346752341454 1.4405485595867327 1.4744725314868974 -0.0010693370582965933
588.9303681543033 1.4467209472045852 1.4398898736443255 1.4739368915052276 0.10675565086876437
588.9313683982758 1.4445897247678894 1.437898997881347 1.4722714573334847 -0.01090079354967699
588.9313684020884 1.4438756285172514 1.4372328366788008 1.4717138760577986 0.03793944109932723
588.9323686460609 1.4417485591517583 1.435213683440992 1.4701218731550214 -0.025569983698525034
588.9323686498735 1.441040978967278 1.4345374513596336 1.4695844342413884 -0.023324504247996813
588.933368893846 1.438901492669513 1.4325032332287844 1.4679663300530277 -0.04536533605038251
588.9333688976586 1.4381864666461037 1.4318237519363581 1.467424998275631 -0.07773666985045291
588.9343691416312 1.4360495061832523 1.429785214630721 1.4657950449447141 -0.04810936217108064
588.9343691454438 1.4353322673321371 1.4291038058212282 1.4652475740601105 -0.027798096490635693
588.9353693894165 1.4331466631566274 1.4270538669917316 1.463535689221232 -0.0431280231646729
588.935369393229 1.432413791607721 1.4263686171982999 1.4629503337982568 0.008521333156177757
588.9363696372017 1.4302343949335832 1.4243425356321875 1.4612636581928822 -0.025514640098152963
588.9363696410143 1.4294978988111446 1.4236655440046926 1.4607097569379235 0.0018024232330255963
588.9373698849869 1.4273031683284554 1.4215941660176645 1.4590411018412348 -0.005615342509824428
588.9373698887996 1.426564992997235 1.4209011553327104 1.458482478744153 0.017718294694638592
588.9383701327721 1.4243617519242457 1.418843721375873 1.4567098604556517 0.017909740546804498
588.9383701365847 1.423633797452005 1.418146590074058 1.4561136192824793 0.042382191287946736
588.9393703805573 1.4214150132197376 1.416048676809269 1.4542692293431183 0.06892650635920328
588.9393703843699 1.4206724311247676 1.4153724049804997 1.453563959404859 0.07278979542521746
588.9403706283425 1.4184597083052524 1.4132548145941592 1.4516786412349878 0.03424290484100512
588.9403706321552 1.4177201372802009 1.412546635437539 1.4510054507014376 0.052884471343600525
588.9413708761278 1.4155297752908784 1.410443340481685 1.4489194073149458 -0.087016168806618
588.9413708799406 1.4147744506118536 1.409728940627422 1.4482568295657616 -0.008157597478440026
588.9423711239131 1.4125409730483984 1.407578037169948 1.4461757627511889 -0.053615364221109685
588.9423711277259 1.4117927649558026 1.4068662719504594 1.4454714592863087 0.023287000384407675
588.9433713716985 1.409539693215884 1.4047200604196122 1.4436087334942038 0.00028128329596821544
588.9433713755112 1.4088103689676355 1.404023999814606 1.4429978281147735 0.05277823087190181
588.9443716194838 1.406522465560259 1.4018586063314022 1.4409036733073104 0.05776379125950992
588.9443716232965 1.4057605273977614 1.4011257926828442 1.4402334290024643 0.06651915158167676
588.9453718672693 1.4034511437851656 1.3989339720524885 1.4379826856276383 0.0473462512044216
588.9453718710819 1.4026790454180849 1.3981940681366893 1.4372381660383806 0.02080726261406385
588.9463721150546 1.4003266567295145 1.39598685222825 1.4350393456990582 0.010920182352550212
588.9463721188672 1.3995513775950656 1.3952373392923199 1.4342830240017497 -0.038598597984980776
588.9473723628398 1.3971921167649255 1.3929707488086809 1.431959636717342 -0.0032665318997935344
588.9473723666525 1.3964468265329377 1.3922138252729503 1.431236151920232 -0.06599985535078168
588.9483726106255 1.3940795832941941 1.3899472490621083 1.4289035139797976 -0.02863120780520423
588.9483726144379 1.3932761956240423 1.3891835810811677 1.428113054017837 0.001659593794551828
588.9493728584107 1.390922781794005 1.3868689781282548 1.4256563241615754 -0.06940507095978843
588.9493728622235 1.3900895539306384 1.386084407905514 1.4248248511491233 0.1377337893611008
588.9503731061963 1.3875863790098137 1.3837159399549654 1.4223723064002118 -0.09607466002472975
588.9503731100089 1.3867276072347416 1.382916457520152 1.421563759325219 0.06805181537991944
588.9513733539817 1.3841689995788642 1.3804925277605096 1.4190777533181422 -0.09199690653643833
588.9513733577944 1.3833003528115688 1.3796477042881183 1.4181984713427165 -0.01673253569418809
588.952373601767 1.3806539051860705 1.3770849551294224 1.415529314975887 -0.014969093783385512
588.9523736055799 1.3797752873614952 1.3762439171359546 1.4146340487395206 -0.1014832238772323
588.9533738495527 1.3770918540371313 1.373649190034313 1.4118478099433844 -0.04491413914112208
588.9533738533654 1.3761990009344482 1.3727368897381098 1.4108821197099557 -0.04868644535813016
588.9543740973384 1.3732365804888154 1.3699393122967305 1.407859869335415 -0.08667081125491038
588.954374101151 1.372223631675544 1.3690050878522992 1.4068065355245265 0.034130367350349466
